"","stX","stY","angle","disALL","travelDIS","travelANG","Dur","meanCur","meanCur2","sdCur","sdCur2","S","endX","endY","mark","noperson","noslide"
"3",228,242,9.94150291753265,73.3172328036049,73.7705618009961,27.9656423429815,98,0.358033805279648,0.0138334600849229,0.323104513681851,0.013007105415476,0.993854879421766,300.21634,254.65768,2,1,3
"6",196,201,6.9313202905139,98.7918380001855,99.1066632680222,19.2762367080268,106,0.182345676582591,0.00522818418869397,0.182662846274994,0.00563385835262346,0.996823369312866,294.06982,212.92215,2,1,6
"7",170,156,11.2392841996977,159.050306507092,160.125420453173,57.6011550945389,126,0.659170577812674,0.0569621365332738,1.0735870768208,0.117904208976539,0.993285800948794,326,187,2,1,7
"11",178,160,10.817833584841,159.840545544615,160.760928887722,41.4963903631215,117,0.415088240630551,0.0237405916169312,0.571118230108252,0.0425224020273189,0.994274831891831,335,190,2,1,11
"12",205,159,10.0690626988894,108.673823895177,110.905891921155,40.0497299289899,137,2.82175054987272,2.62776565032913,6.21950311884824,5.89225367678804,0.979874215992376,312,178,2,1,12
"15",184,153,7.05230600784119,97.7394495585073,98.0723055835807,29.1268053906437,105,0.70974178714873,0.123573920181189,1.08614652427402,0.237160577122396,0.996606014072039,281,165,2,1,15
"16",194,164,4.67649305859583,110.389344945164,110.679485744979,19.1822541219838,137,0.178498683119263,0.00667624286451072,0.197779073629191,0.00788167061629881,0.997378549440649,304.02185,173,2,1,16
"19",202,183,-3.65222278030634,94.1912947145329,95.5618473781165,-9.38700521159619,139,-0.0602605729364408,-0.00144931288594087,0.305148888684294,0.00949067605070745,0.98565795135625,296,177,2,1,19
"20",204,192,7.8001878841817,73.6817480791546,73.9124605160838,29.5657531834639,115,1.68177888373929,0.525027587754196,2.48399541311262,0.895929581053043,0.99687857182242,277,202,2,1,20
"25",128,170,-3.35007639750148,205.350919160349,209.001127007253,61.2375861737094,129,9.3198358637529,5.20065586209205,21.2278735144955,11.6395584832916,0.982534984862651,333,158,2,2,4
"26",121,129,9.07211984829422,197.373028364694,197.831823409662,29.9683852844186,96,0.138067761714397,0.00285781439017719,0.098481403424076,0.00282040273459288,0.997680883504683,315.90402,160.1213,2,2,5
"29",139,146,0.670991992013399,199.401373591331,201.093554016847,3.03015860762777,127,0.0168337921534263,0.000377847074681213,0.219583284731287,0.00516468573091127,0.991585108564076,338.3877,148.33514,2,2,8
"30",139,147,0.425455889256909,202.005569230158,204.200297383849,-13.3299646281636,126,-0.142824068710594,-0.00592331317439089,0.241420555201758,0.00834904172868145,0.989252081501301,341,148.5,2,2,9
"35",153,166,1.70698490235472,151.067038098984,151.241379322121,5.15215879942039,85,0.0255083808663759,0.000499422742046005,0.0691558241148117,0.00157537005103661,0.998847265054588,304,170.5,2,3,3
"36",199,167,13.0693178962822,114.978258814438,115.872381942108,28.4105238119854,62,0.271356588513833,0.00526466046306072,0.236175787676544,0.00524314134111488,0.992283552709598,311,193,2,3,4
"43",114,222,-9.88690696738537,91.1374903194608,91.8597254110155,-38.2927331782988,87,-0.622122238001167,-0.0336015318675684,0.771313052804681,0.0499873047002622,0.992137630628405,203.78397,206.35133,2,4,4
"44",152,204,-3.42121927642931,184.32851108822,184.544460669847,-25.6852075234414,128,-0.345678685923006,-0.0502398520741466,0.58717219470782,0.113979218216613,0.998829823551231,336,193,2,4,5
"45",96,216,-7.03794076318467,244.844848832888,245.340399478015,-28.6299741904245,149,0.0409075032483009,0.0196833084489641,0.503976298701728,0.0576453452088964,0.99798015065525,339,186,2,4,6
"46",84,240,-13.5228948326403,266.020544528493,268.254876007458,-172.615882257606,256,-0.730197656817645,-0.0397590303631751,0.675465909139025,0.051541983296862,0.991670863500344,342.64554,177.79538,2,4,7
"49",89,228,-6.02884142368222,228.508163907249,228.789548003253,-28.4600069526317,138,-0.123674392132382,-0.00280265373356199,0.0836234400156165,0.00212511346167476,0.998770118222362,316.24432,204,2,4,10
"51",94,252,-1.73570458892839,247.613610288288,247.76980852619,-3.01911879177613,116,0.00700342979059655,0.000690593314481447,0.0468082199112403,0.00150496577015181,0.999369583248132,341.5,244.5,2,4,12
"52",69,241,-10.8584089250663,281.697053317839,282.923160294909,-81.938415262987,127,-0.53772451516905,-0.0281422961337102,0.808810165028071,0.0565037453013974,0.995666289830102,345.65347,187.93318,2,4,13
"53",113,227,-7.1250163489018,217.680959204061,217.89046824674,-35.2036991282142,129,-0.150547290738405,-0.00418727401020109,0.117173377573822,0.00372428424742238,0.99903846623322,329,200,2,4,14
"54",89,228,-10.8164023353531,250.449595727364,250.576431032456,-85.9594318726999,171,-0.503277607797554,-0.0443985422735365,0.39525583165292,0.0862855179007332,0.999493825877519,335,181,2,4,15
"59",191,183,-14.5742161980387,103.324730824716,108.444922654795,-55.1770410983273,117,-0.391984165166276,0.00901804546470389,0.913129380630048,0.0720943830584689,0.952785324524801,291,157,2,5,3
"64",189,174,0.74405920288871,115.509739849071,115.522498074598,1.7185974304958,98,0.0114537591067886,0.000229004062292522,0.0198384927106126,0.000396646671030316,0.999889560685235,304.5,175.5,2,5,8
"65",190,157,0,120,120.758175518987,6.80391500237058,105,0.64927745660796,0.199492289573407,1.10638971385224,0.344883265068557,0.993721538804896,310,157,2,5,9
"81",155,231,10.9540626433983,189.451840846163,189.605688247157,34.7842541320118,107,0.220203030092796,0.00461499462911671,0.115041587877951,0.00362695054982376,0.99918859290343,341,267,2,6,5
"82",134,219,2.41041490858288,195.885048764282,196.587303245579,-1.24894933556408,105,-0.057094425599979,-0.00213677794595232,0.143405476120243,0.00406025597476798,0.996427772955304,329.71173,227.23839,2,6,6
"91",204,242,-10.8362118909703,101.843224583455,101.97129330657,-31.4367441636019,99,-0.303275560394829,-0.00892350480931835,0.0478998624986444,0.000190636001771079,0.99874407081677,304.02722,222.85326,2,7,4
"96",181,222,-5.54412721192393,141.927102766034,141.95035513305,-16.5935685556335,118,-0.118755337029728,-0.00259267646779037,0.03542696589959,0.00107256127257629,0.999836193667893,322.26318,208.28809,2,7,9
"97",185,204,2.15002635103861,146.603205967673,146.704239775204,12.1453063759337,148,0.0809948851954628,0.00338037616264576,0.0931436785981269,0.00427653429264011,0.999311309559389,331.5,209.5,2,7,10
"102",93,205,-0.647287861508938,234.97609473268,236.409251101401,-19.9153769836095,115,-0.204594558848964,-0.00938609282539913,0.315941958466242,0.0144796320043953,0.993937816045505,327.9611,202.34546,2,8,3
"103",127,193,-2.71984493146751,210.737395827129,211.220422248062,-27.7145031115816,126,-0.463190673436023,-0.111376698665704,0.700702814780171,0.250714636534145,0.997713164211147,337.5,183,2,8,4
"107",75,190,6.59160993503118,226.497240601293,227.441317827168,33.1283295248975,128,0.161286825092067,0.004159213372312,0.204877701429371,0.00594017465824207,0.995849139308133,300,216,2,8,8
"108",74,163,6.02617923488407,261.947513826721,262.505295444822,45.1038390060561,127,0.271435987777262,0.011618723929399,0.283227714855336,0.0166083934825575,0.997875160509977,334.5,190.5,2,8,9
"111",99,159,9.62524815612392,260.162449250464,261.0614065795,36.9485959047069,105,0.14571393106329,0.00249204470934996,0.0762187861231544,0.0012580230827332,0.996556529205849,355.5,202.5,2,8,12
"112",137,186,1.4763685098131,194.064422293217,194.162915913602,9.8005825505832,107,0.0718652394781443,0.0027621975272925,0.0934632292408733,0.00400859869882405,0.999492726919958,331,191,2,8,13
"117",173,256,-4.49715161466777,133.912284723994,134.22844315904,-21.7968344595884,98,-0.211673300063091,-0.00872241343009667,0.27321000609274,0.0133595745965458,0.997644624137733,306.5,245.5,2,9,3
"118",159,230,-0.211285633578643,159.924217372681,160.647682709555,-8.69311702475665,106,-0.116343787850727,-0.00512583496619362,0.228978990879279,0.00877961099742502,0.99549657159897,318.92313,229.41026,2,9,4
"123",178,231,7.1526687499947,128.5,128.572872164255,30.0849040999106,116,0.284761538520642,0.0127328368423426,0.207526055574004,0.0156137336183871,0.999433222863982,305.5,247,2,9,9
"124",193,215,2.16107948822637,106.075444849409,106.168079676933,10.5629269745156,117,0.18419125199248,0.0162903963902592,0.300893476166246,0.030776645142495,0.999127470066277,299,219,2,9,10
"129",144,215,10.0543355999943,214.798743013082,215.450762997494,23.3038133033928,133,0.105980294087866,0.00176917210214715,0.112417396236106,0.0024719540329124,0.996973693778846,355.5,252.5,2,10,3
"130",133,198,-4.08561677997488,182.463695019037,184.037050093932,-18.9636323859645,89,-0.160451565846939,-0.00410260987243187,0.271014578959883,0.00700151626515144,0.991450878645945,315,185,2,10,4
"133",182,136,10.1938793427859,85.6335974796627,85.7971636013992,19.9091319113703,83,0.227510622850054,0.0052213776757016,0.0952340105403892,0.00172234887381576,0.998093571921603,266.28183,151.1554,2,10,7
"134",166,149,6.92449105416386,194.921779183343,195.846446378065,13.681598869347,108,0.0430494942072561,0.000208291162240956,0.154698634609557,0.00353852637570536,0.995278611321152,359.5,172.5,2,10,8
"139",172,136,8.27286562892125,170.271841477092,170.780499227022,29.8188967923065,140,0.164719312088681,0.00380028902861532,0.0691457404430523,0.00117077394201874,0.997021570072508,340.5,160.5,2,11,4
"140",205,165,-0.54275961555651,85.7286064696359,85.7707347139735,-1.05666671499735,84,-0.011984156758612,-0.000271640432902012,0.0590871748193687,0.0013747085181753,0.999508827288491,290.72476,164.18791,2,11,5
"145",176,114,9.78240703180729,132.425450726059,132.524720610953,51.7093739795052,109,0.478437364466866,0.0256412184147046,0.305442782540131,0.0272007275891842,0.999250933075457,306.5,136.5,2,11,10
"146",161,169,3.42387124493068,175.813821982232,175.938269116616,16.2871955722119,109,0.150690474163812,0.00699607697954039,0.202339933058541,0.0120702155402083,0.99929266591624,336.5,179.5,2,11,11
"148",188,111,7.74471054642292,126.150703525585,126.152584936073,23.2057966023764,107,0.18414835297901,0.00439417517608257,0.00861132538360578,0.000410485664269064,0.999985086231179,313,128,2,11,13
"152",145,167,-3.19953970956257,161.251356583441,180.284891874415,141.922467743876,449,9.51635872961412,8.40908175072549,24.7797226039037,24.2476905573905,0.894425233900173,306,158,2,12,2
"153",140,202,-1.74009607964663,197.591118221442,198.057838476631,-5.77297696343721,116,-0.0241263266486948,-0.000403093691617907,0.071087809438024,0.00119799159545823,0.997643515355015,337.5,196,2,12,3
"157",124,184,1.78991060824607,192.093727122985,192.093727122985,1.78991060824607,205,0.00931790243780372,4.8507062554094e-05,0,0,1,316,190,2,12,7
"160",124,209,-7.87118193683103,219.063917613102,222.135795544723,-114.940288722412,179,-1.74253264954034,-0.312340268105122,3.67081560513509,0.813851186495434,0.986171170998859,341,179,2,12,10
"161",84,230,-4.20570499890703,250.454950129116,250.853263081834,-34.6119872620443,170,-0.192755533081935,-0.00842525886577169,0.177025655599781,0.00944104703671053,0.998412167544386,333.78052,211.63226,2,12,11
"171",59,178,2.26591713531239,278.217540784186,278.460900768182,21.9459881566143,170,0.148086120230205,0.00866577481238685,0.277734465412624,0.0199477994699973,0.999126053304701,337,189,2,12,21
"172",116,166,-0.129335625722826,221.500564333367,222.283435429093,-5.54648001046276,193,-0.0579347528991106,-0.00468482390928664,0.285335324717621,0.0166309918778698,0.996478050223512,337.5,165.5,2,12,22
"185",177,186,5.27171633322252,201.351682386813,201.58350764991,13.2871623923623,73,0.06526146371772,0.00110955879695349,0.0671239474614977,0.00146371513375696,0.998849979019617,377.5,204.5,2,13,9
"186",118,234,4.87246898589563,204.619448733497,205.392053260744,13.4627235800415,96,0.0400828982242309,0.000273701675737642,0.118186003463278,0.00242016903831547,0.996238391335098,321.88,251.38,2,13,10
"187",69,239,-2.35652134578936,243.20567427591,245.110389771927,-17.9838221864948,116,-0.0955693932452147,-0.00229333872662785,0.247721886080905,0.0072617780255163,0.992229152351358,312,229,2,13,11
"188",119,252,-1.29805222377664,206.875388361464,207.857792892872,-10.1788665931691,127,-0.0612308816068159,-0.00164870426011798,0.207647033300034,0.00670845358439694,0.995273669956099,325.8223,247.31358,2,13,12
"192",176,235,-1.15500036804478,124.025199052451,124.988910228751,-1.84000796399733,106,-0.010992307425882,-0.000116347550250821,0.160689247067009,0.00256585599178306,0.992289626539375,300,232.5,2,13,16
"193",128,184,-2.2792260214267,201.159140980468,203.172028613815,-11.4146264913487,105,-0.0841096904115987,-0.00176994134489576,0.198527294809701,0.00374963452147464,0.990092693137534,329,176,2,13,17
"194",76,224,7.09248550689533,259.780957514542,260.001748363275,26.648954184309,88,0.10833336362941,0.00192358676004464,0.0494539285357705,0.00120032744326281,0.999150810138308,333.79315,256.0755,2,13,18
