"","stX","stY","angle","disALL","travelDIS","travelANG","Dur","meanCur","meanCur2","sdCur","sdCur2","S","endX","endY","mark","noperson","noslide"
"1",287,205,3.87852450284771,147.838594419725,148.02172408827,19.5543768596447,126,0.0985615754202313,0.0010645634541083,0.155905234093584,0.0117962945376899,0.998762818973549,139.5,215,1,1,1
"2",270,216,6.44953470384228,115.732450073434,116.654235535993,27.1947935383757,117,-0.0557193651354741,-0.0847463630555532,0.887864972457003,0.237533131670517,0.992098139786153,155,229,1,1,2
"5",300,176,6.86330264554363,154.360010762902,155.456314387586,47.816525577619,118,0.515741068925554,0.0324007093517445,0.74806610747054,0.0590422226869483,0.992947834708403,146.74612,194.44617,1,1,5
"7",273,167,-5.83662852486951,113.086250269429,113.599148455472,-40.1365528543417,116,-0.536887536714095,-0.0387191285115644,0.666324031613569,0.0592324937671691,0.995485017334937,160.5,155.5,1,1,7
"8",288,176,3.92271289051047,87.705473033329,88.4888924516323,0.576160927680581,105,-0.362211351031765,-0.066211466877917,1.14148274559043,0.15369564085764,0.991146692012995,200.5,182,1,1,8
"9",295,219,-3.16812037559377,135.707405840654,136.240689383905,-21.4732002710975,139,-0.167064604208726,-0.0102685457104575,0.292398270839559,0.0192929555664985,0.996085724861914,159.5,211.5,1,1,9
"15",258,175,13.6429147759901,105.990565617889,107.250490614896,22.1859069838084,117,-17.7200696684959,-86.4480819208297,43.417448284763,211.628610399201,0.988252501319259,155,200,1,1,15
"16",291,212,-6.92709913746226,124.371541275094,124.733792693749,-37.6604160356494,129,-0.299039660493328,-0.016977765327444,0.188629492674881,0.0135274096265916,0.997095803704579,167.53632,197,1,1,16
"18",239,197,0,103.979,104.126434386471,-0.605933390064023,98,-0.010166110646043,-0.000642155125432862,0.139093448953258,0.00602351114083921,0.998584083020423,135.021,197,1,1,18
"19",246,208,-5.4529242161631,188.721676835205,191.853076607018,-39.6975382735227,128,-0.344255581642111,-0.021785701625442,0.761473265254241,0.052145749090343,0.983678136273899,58.132362,190.06618,1,1,19
"24",244,176,10.1246716553978,113.771701226623,113.771701226623,10.1246716553978,117,0.0889911247369886,0.000782190331844702,0,0,1,132,196,1,1,24
"26",288,194,5.74415832376717,169.85287751463,169.85287751463,5.74415832376717,160,0.0338184339754408,0.000199104274653975,0,0,1,119,211,1,1,26
"27",273,180,18.5691307310378,135.029626378806,135.029626378806,18.5691307310378,139,0.137518937354865,0.00101843529485207,0,0,1,145,223,1,1,27
"28",281,199,3.5106784302673,163.306460374353,163.306460374353,3.5106784302673,194,0.0214974865184124,0.000131638922729285,0,0,1,118,209,1,1,28
"29",269,183,3.53229458389089,162.308348522188,162.308348522188,3.53229458389089,138,0.0217628644247342,0.000134083456722247,0,0,1,107,193,1,1,29
"31",296,215,-13.9806297137429,156.301868567017,162.642633100212,-123.571145353056,159,-0.967520278001091,-0.0548043975542793,1.3245813542402,0.0864403707406391,0.961014130106414,144.32819,177.23843,1,1,31
"33",257,149,9.03522139399425,95.5160947414879,95.7854076014277,56.6452795490663,160,0.627608984570497,0.0562125470984587,0.476724618893291,0.0604440794277805,0.997188372773226,162.66907,164,1,1,33
"34",292,180,2.14376086522341,187.130970178643,188.40881568899,-10.7741952186923,180,-10.5322977983761,-48.6758912155701,31.6362875729714,146.023897011679,0.993217697878548,105,187,1,1,34
"35",266,158,6.16450322204602,121.061516107515,121.129771293097,28.5537880494672,127,0.236813147952608,0.0106873382796732,0.108435536288671,0.00560893975555773,0.999436511892547,145.6385,171,1,1,35
"36",313,186,9.34002617280531,154.042202009709,155.045322739714,48.9278839240288,126,0.236065117444315,0.00784288695992827,0.306785306754167,0.0123503464415896,0.993530145171233,161,211,1,1,36
"37",299,147,-3.82638480208852,119.88003138071,120.406243971327,-16.2714563607772,127,-0.0815118697497969,-0.00121724249951121,0.291119976539598,0.0153818102804134,0.995629690178344,179.3872,139,1,1,37
"41",273,233,-12.9527645133755,102.610915598683,103.072959230469,-61.0031384089605,117,-0.474514949650991,-0.0226393748629238,0.333818566740644,0.0155156257730196,0.995517314771633,173,210,1,1,41
"42",224,200,3.46822925891715,148.772477293349,150.677874654478,5.79793039536536,117,-0.0582527650883771,-0.00655868205233416,0.545298002150805,0.0269944156495632,0.987354498027674,75.5,209,1,1,42
